StoreNumber,minuteClinicID,opticalClinicID,storeType,covaxInd,bannerBrandInd,bannerBrandDesc,minuteClinicName,pharmacyNCPDPProviderIdentifier,addressLine,addressCityDescriptionText,addressState,addressZipCode,addressCountry,geographicLatitudePoint,geographicLongitudePoint,indicatorStoreTwentyFourHoursOpen,indicatorPrescriptionService,indicatorPhotoCenterService,indicatorMinuteClinicService,indicatorOpticalService,instorePickupService,indicatorDriveThruService,indicatorPharmacyTwentyFourHoursOpen,rxConvertedFlag,indicatorCircularConverted,indicatorH1N1FluShot,indicatorRxFluFlag,indicatorWicService,snapIndicator,indicatorVaccineServiceSupport,indicatorPneumoniaShotService,indicatorWeeklyAd,indicatorCVSStore,indicatorStorePickup,storeLocationTimeZone,storePhonenumber,pharmacyPhonenumber,adVersionCdCurrent,distance,locationID,waittime,hmpilstatus,sameDayStatus,addedWTLunchDuration,ageThreshold,gracePeriod,alertMessage,waitTimeEnabled,scheduleEnabled,hmpilEnabled,waitTimeOpenBuffer,waitTimeCloseBuffer,checkInReminder,sameDayEnabled,reasonforvisits,storeOpen_Mon,storeClose_Mon,storeOpen_Tue,storeClose_Tue,storeOpen_Wed,storeClose_Wed,storeOpen_Thu,storeClose_Thu,storeOpen_Fri,storeClose_Fri,storeOpen_Sat,storeClose_Sat,storeOpen_Sun,storeClose_Sun,minuteClinicOpen_Mon,minuteClinicClose_Mon,minuteClinicOpen_Tue,minuteClinicClose_Tue,minuteClinicOpen_Wed,minuteClinicClose_Wed,minuteClinicOpen_Thu,minuteClinicClose_Thu,minuteClinicOpen_Fri,minuteClinicClose_Fri,minuteClinicOpen_Sat,minuteClinicClose_Sat,minuteClinicOpen_Sun,minuteClinicClose_Sun,pharmacyOpen_Mon,pharmacyClose_Mon,pharmacyOpen_Tue,pharmacyClose_Tue,pharmacyOpen_Wed,pharmacyClose_Wed,pharmacyOpen_Thu,pharmacyClose_Thu,pharmacyOpen_Fri,pharmacyClose_Fri,pharmacyOpen_Sat,pharmacyClose_Sat,pharmacyOpen_Sun,pharmacyClose_Sun,minuteClinicNpBreakHours_Mon,minuteClinicNpBreakHours_Tue,minuteClinicNpBreakHours_Wed,minuteClinicNpBreakHours_Thu,minuteClinicNpBreakHours_Fri,minuteClinicNpBreakHours_Sat,minuteClinicNpBreakHours_Sun
491,2239,0,0,Y,1,CVS,Inside CVS Pharmacy,3362629,7209 NORTHERN BOULEVARD,JACKSON HEIGHTS,NY,11372,US,40.755,-73.8945,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,7185338434,7185338434,C,3.65,4355,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Pneumonia Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Sleep Assessment | Fever and Cough or Shortness of breath",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,9:00 AM, 6:00 PM,9:00 AM, 6:00 PM,Closed,,9:00 AM, 6:00 PM,9:00 AM, 6:00 PM,Closed,,Closed,,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 06:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
7066,488,0,0,Y,1,CVS,Inside CVS Pharmacy,3336965,565 W 235TH ST,BRONX,NY,10463,US,40.8858,-73.9103,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,EST,7185432007,7185432007,C,4.92,3139,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Pneumonia Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Sleep Assessment | Fever and Cough or Shortness of breath",7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,Closed,,Closed,,Closed,,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 06:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 AM - 1:00 AM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
2950,143,0,0,Y,1,CVS,Inside CVS Pharmacy,3143916,880 RIVER RD,NEW MILFORD,NJ,7646,US,40.9263,-74.0272,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,2012252101,2012252101,B,6.9,1312,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:00 AM, 11:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,10:00 AM, 06:00 PM,10:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
6049,262,0,0,Y,1,CVS,Inside CVS Pharmacy,3378672,1361 HYLAN BLVD,STATEN ISLAND,NY,10305,US,40.5954,-74.0865,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,EST,7189792828,7189792828,C,2.17,1250,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,10:00 AM, 5:30 PM,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,Open 24 Hours,,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
6058,14144,0,0,Y,1,CVS,Inside CVS Pharmacy,3396783,260 ARDEN AVE.,STATEN ISLAND,NY,10312,US,40.5538,-74.1929,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,EST,7189665509,7189665509,C,7.32,10710,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath",7:00 AM, 11:00 PM,7:00 AM, 11:00 PM,7:00 AM, 11:00 PM,7:00 AM, 11:00 PM,7:00 AM, 11:00 PM,7:00 AM, 11:00 PM,7:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,10:00 AM, 5:30 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 06:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
2700,2241,0,0,Y,1,CVS,Inside CVS Pharmacy,3316305,1402 SHEEPSHEAD BAY ROAD,BROOKLYN,NY,11235,US,40.5872,-73.9549,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,EST,7183328425,7183328425,C,7.67,4356,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,9:00 AM, 7:00 PM,Closed,,Closed,,Closed,,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 06:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
385,14203,0,0,Y,1,CVS,Inside CVS Pharmacy,3123091,220 SCHUYLER AVE,KEARNY,NJ,7032,US,40.7561,-74.1441,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,2019974600,2019974600,B,8.64,10769,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Diabetic Retinopathy | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,Closed,,8:30 AM, 7:30 PM,Closed,,Closed,,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,10:00 AM, 06:00 PM,10:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,0:00 AM - 0:00 AM,2:00 PM - 3:00 PM,0:00 AM - 0:00 AM,0:00 AM - 0:00 AM
2796,14398,0,0,Y,1,CVS,Inside CVS Pharmacy,3142332,241 WESTFIELD AVE.,CLARK,NJ,7066,US,40.6219,-74.3047,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,EST,7323817100,7323817100,B,8.9,10964,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,Closed,,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,9:00 AM, 08:00 PM,10:00 AM, 06:00 PM,10:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
5771,149,0,0,Y,1,CVS,Inside CVS Pharmacy,3145465,178 MORRIS AVE,SPRINGFIELD,NJ,7081,US,40.7105,-74.3081,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,9733798771,9733798771,B,9.48,1292,58,NULL,Active,0,18,90,,Y,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,8:00 AM, 08:00 PM,8:00 AM, 08:00 PM,8:00 AM, 08:00 PM,8:00 AM, 08:00 PM,8:00 AM, 08:00 PM,9:00 AM, 06:00 PM,9:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
7069,1732,0,0,Y,1,CVS,Inside CVS Pharmacy,3199393,3391 HIGHWAY 35,HAZLET,NJ,7730,US,40.4238,-74.1938,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,7328888299,7328888299,B,10.6,1323,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Ear Wax Removal | Post Vaccination Side Effects | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,7:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
2139,135,0,0,Y,1,CVS,Inside CVS Pharmacy,3139791,2982 COUNTRY RD 516,OLD BRIDGE,NJ,8857,US,40.4025,-74.3131,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,7326072941,7326072941,B,8.34,1280,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Pfizer Bivalent (ages 18 mos to 4 yrs) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 4:30 PM,8:30 AM, 7:30 PM,8:30 AM, 4:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
2815,664,0,0,Y,1,CVS,Inside CVS Pharmacy,3142419,330 RUES LN,EAST BRUNSWICK,NJ,8816,US,40.4178,-74.4115,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,EST,7322543900,7322543900,B,10.96,1282,NULL,NULL,Active,0,18,90,,N,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Diabetic Retinopathy | Mesa B2B | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,7:00 AM, 12:00 AM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,8:00 AM, 10:00 PM,9:00 AM, 06:00 PM,9:00 AM, 05:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
2210,165,0,0,Y,1,CVS,Inside CVS Pharmacy,717162,1239 E PUTNAM AVE,RIVERSIDE,CT,6878,US,41.0426,-73.5775,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,EST,2036984006,2036984006,C,3.24,2308,180+,NULL,Active,0,18,90,,Y,Y,N,0,0,30,Y,"Flu Vaccine | Illness/Injury | Skin Condition | Vaccinations (Non-COVID) | Wellness, Screening, Monitoring (Non-COVID) | Physical and non-COVID screenings | DOT Physical | TB Test/TB Read | Women's Services | Travel Health | Ear Wax Removal | Post Vaccination Side Effects | Moderna COVID-19 Vaccine,Primary Series (ages 12 and older) | Pfizer COVID-19 Vaccine, Primary Series (ages 5 to 11 yrs) | Mesa B2B | Pfizer COVID-19 Initial Doses (ages 18 months to 4 years) | COVID Testing Visit | Antigen B2B | COVID-19 Treatment | Wound Care | Wound Care I&D | Medication Refill | Symptomatic COVID POC Test | Asymptomatic COVID POC Test | Moderna COVID-19 Bivalent Booster (ages 12 and older) | Pfizer COVID-19 Bivalent Booster (ages 5 to 11 years) | Patient Care Transformation | Chronic: Diabetes, Hypertension, etc. | Sleep Assessment | Fever and Cough or Shortness of breath | Antibody Test (for a previous COVID-19 infection)",6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,6:00 AM, 12:00 AM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,8:30 AM, 7:30 PM,9:00 AM, 5:30 PM,9:00 AM, 4:30 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,8:00 AM, 09:00 PM,9:00 AM, 06:00 PM,9:00 AM, 06:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,2:00 PM - 3:00 PM,1:00 PM - 1:30 PM,1:00 PM - 1:30 PM
